Date, Time, Relative Time, Platform Temp., Sample Temp., Stage 1 Temp., Stage 2 Temp., User Temp., Compressor Supply, Compressor Return, Compressor State, Compressor Speed, Head Speed, Vacuum Pressure, Units, Stage 1 Heater Set, Stage 1 Heater Watt., Stage 2 Heater Set, Stage 2 Heater Watt., Platform Heater Set, Platform Heater Watt., User Heater Set, User Heater Watt., System State, Manual Mode, PID Temp Control, Compressor Status, Vacuum Pump (On/off), Case Valve (Open/Closed), Vent Valve (Open/Closed), Target Temp., Sample Therm Enabled, Sample Therm Resistance, User Therm Enabled, User Therm Resistance, Stage 1 Therm Resistance, Stage 2 Therm Resistance, Stage 1 Heater Resistance, Stage 2 Heater Resistance, Platform Heater Resistance, Capsule Temp., He Temp., Oil Flow Ratio, Oil Level, Fan Speed, Solenoid Valve State, Oil Temp., Exhaust Temp.
10/18/2016, 0:00:09.322, 10:09:31, 294.341, 294.555, 294.00, 294.21, 0.000, 1.818, 1.799, REMOTE MODE, 25, 70, 673.58850, Torr, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000, Stopped - IDLE, False, False, OFF, OFF, Closed, Closed, 2.00 K, True, 70.62, False, NaN, 43.19, 66.50, 104.00, 106.00, 100.00, 23.83, 24.14, 0.00, 67.63, 1, 0, 25.77, 26.18
10/18/2016, 0:00:38.975, 10:10:01, 294.340, 294.553, 294.00, 294.21, 0.000, 1.818, 1.799, REMOTE MODE, 25, 70, 686.57430, Torr, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000, Stopped - IDLE, False, False, OFF, OFF, Closed, Closed, 2.00 K, True, 70.62, False, NaN, 43.20, 66.50, 104.00, 106.00, 100.00, 23.83, 24.14, 0.00, 67.63, 1, 0, 25.77, 26.18
10/18/2016, 0:01:08.634, 10:10:31, 294.338, 294.552, 293.99, 294.21, 0.000, 1.818, 1.799, REMOTE MODE, 25, 70, 686.57430, Torr, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000, Stopped - IDLE, False, False, OFF, OFF, Closed, Closed, 2.00 K, True, 70.62, False, NaN, 43.20, 66.50, 104.00, 106.00, 100.00, 23.83, 24.14, 0.00, 67.63, 1, 0, 25.77, 26.18
10/18/2016, 0:01:38.302, 10:11:00, 294.336, 294.550, 293.99, 294.21, 0.000, 1.818, 1.799, REMOTE MODE, 25, 70, 686.57430, Torr, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000, Stopped - IDLE, False, False, OFF, OFF, Closed, Closed, 2.00 K, True, 70.62, False, NaN, 43.21, 66.50, 104.00, 106.00, 100.00, 23.83, 24.14, 0.00, 67.63, 1, 0, 25.77, 26.18
10/18/2016, 0:02:07.944, 10:11:30, 294.335, 294.548, 293.98, 294.21, 0.000, 1.818, 1.799, REMOTE MODE, 25, 70, 686.57430, Torr, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000, Stopped - IDLE, False, False, OFF, OFF, Closed, Closed, 2.00 K, True, 70.63, False, NaN, 43.21, 66.50, 104.00, 106.00, 100.00, 23.83, 24.14, 0.00, 67.63, 1, 0, 25.77, 26.18
10/18/2016, 0:02:37.600, 10:12:00, 294.332, 294.546, 293.98, 294.21, 0.000, 1.818, 1.799, REMOTE MODE, 25, 70, 673.58850, Torr, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000, Stopped - IDLE, False, False, OFF, OFF, Closed, Closed, 2.00 K, True, 70.63, False, NaN, 43.22, 66.50, 104.00, 106.00, 100.00, 23.83, 24.14, 0.00, 67.63, 1, 0, 25.77, 26.18
10/18/2016, 0:03:07.259, 10:12:29, 294.330, 294.543, 293.98, 294.21, 0.000, 1.818, 1.799, REMOTE MODE, 25, 70, 686.57430, Torr, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000, Stopped - IDLE, False, False, OFF, OFF, Closed, Closed, 2.00 K, True, 70.63, False, NaN, 43.23, 66.50, 104.00, 106.00, 100.00, 23.83, 24.14, 0.00, 67.63, 1, 0, 25.77, 26.18
10/18/2016, 0:03:36.928, 10:12:59, 294.329, 294.542, 293.97, 294.21, 0.000, 1.818, 1.799, REMOTE MODE, 25, 70, 686.57430, Torr, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000, Stopped - IDLE, False, False, OFF, OFF, Closed, Closed, 2.00 K, True, 70.63, False, NaN, 43.23, 66.50, 104.00, 106.00, 100.00, 23.83, 24.03, 0.00, 67.63, 1, 0, 25.77, 26.18
10/18/2016, 0:04:06.599, 10:13:29, 294.327, 294.542, 293.97, 294.20, 0.000, 1.818, 1.799, REMOTE MODE, 25, 70, 673.58850, Torr, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000, Stopped - IDLE, False, False, OFF, OFF, Closed, Closed, 2.00 K, True, 70.63, False, NaN, 43.24, 66.50, 104.00, 106.00, 100.00, 23.83, 24.03, 0.00, 67.63, 1, 0, 25.77, 26.18
10/18/2016, 0:04:36.245, 10:13:58, 294.325, 294.538, 293.97, 294.20, 0.000, 1.818, 1.799, REMOTE MODE, 25, 70, 673.58850, Torr, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000, Stopped - IDLE, False, False, OFF, OFF, Closed, Closed, 2.00 K, True, 70.63, False, NaN, 43.25, 66.50, 104.00, 106.00, 100.00, 23.83, 24.03, 0.00, 67.63, 1, 0, 25.67, 26.18
